timestamp,load_kW
2023-01-01 00:00:00,37.483570765056164
2023-01-01 01:00:00,30.426392817606263
2023-01-01 02:00:00,30.73844269050346
2023-01-01 03:00:00,32.008547564241915
2023-01-01 04:00:00,20.838852069616742
2023-01-01 05:00:00,19.340427820918073
2023-01-01 06:00:00,27.896064077536955
2023-01-01 07:00:00,24.34828625142852
2023-01-01 08:00:00,19.662247013558662
2023-01-01 09:00:00,27.10619850013161
2023-01-01 10:00:00,25.182911535937688
2023-01-01 11:00:00,28.789065555610904
2023-01-01 12:00:00,36.20981135783017
2023-01-01 13:00:00,29.31588445324882
2023-01-01 14:00:00,33.875410837434835
2023-01-01 15:00:00,42.79516407159335
2023-01-01 16:00:00,42.92622545509446
2023-01-01 17:00:00,51.06012405731239
2023-01-01 18:00:00,45.45987962239394
2023-01-01 19:00:00,42.42736888765957
2023-01-01 20:00:00,55.31862490137435
2023-01-01 21:00:00,44.47772021536554
2023-01-01 22:00:00,42.837641023439616
2023-01-01 23:00:00,31.758544745470537
2023-01-02 00:00:00,32.27808637737409
2023-01-02 01:00:00,31.67232727201152
2023-01-02 02:00:00,21.745032112888488
2023-01-02 03:00:00,26.271888373930146
2023-01-02 04:00:00,19.006425493639394
2023-01-02 05:00:00,19.052643856697593
2023-01-02 06:00:00,16.991466938853016
2023-01-02 07:00:00,29.772503528208663
2023-01-02 08:00:00,10.971066409771877
2023-01-02 09:00:00,19.104843637422285
2023-01-02 10:00:00,31.612724560515943
2023-01-02 11:00:00,25.013496073607076
2023-01-02 12:00:00,36.04431797502378
2023-01-02 13:00:00,29.083935057138934
2023-01-02 14:00:00,35.859069755507846
2023-01-02 15:00:00,46.59090789714383
2023-01-02 16:00:00,51.68271395674363
2023-01-02 17:00:00,50.345728800285876
2023-01-02 18:00:00,49.4217585880588
2023-01-02 19:00:00,47.98336891638958
2023-01-02 20:00:00,40.59777110492944
2023-01-02 21:00:00,42.00738067582467
2023-01-02 22:00:00,40.196806145201066
2023-01-02 23:00:00,44.167896807632395
2023-01-03 00:00:00,36.718091447842305
2023-01-03 01:00:00,22.30251354664852
2023-01-03 02:00:00,29.120419846973974
2023-01-03 03:00:00,22.467986880120204
2023-01-03 04:00:00,18.625008941703626
2023-01-03 05:00:00,23.569494049868315
2023-01-03 06:00:00,25.154997612479754
2023-01-03 07:00:00,25.16751320124497
2023-01-03 08:00:00,17.81353132712023
2023-01-03 09:00:00,22.847336402945714
2023-01-03 10:00:00,29.15631715701782
2023-01-03 11:00:00,35.995439959073984
2023-01-03 12:00:00,32.60412881077355
2023-01-03 13:00:00,37.95399079321873
2023-01-03 14:00:00,36.968325129969855
2023-01-03 15:00:00,39.62556859739486
2023-01-03 16:00:00,52.05301016873757
2023-01-03 17:00:00,56.270087537190136
2023-01-03 18:00:00,24.819974696049165
2023-01-03 19:00:00,54.50655188379615
2023-01-03 20:00:00,49.798561182004754
2023-01-03 21:00:00,42.38100294477259
2023-01-03 22:00:00,44.30697802754207
2023-01-03 23:00:00,46.572468508867665
2023-01-04 00:00:00,34.82086980445024
2023-01-04 01:00:00,38.94093260253222
2023-01-04 02:00:00,14.401274479551278
2023-01-04 03:00:00,28.502910804077906
2023-01-04 04:00:00,22.444854284424277
2023-01-04 05:00:00,19.016075853334637
2023-01-04 06:00:00,20.45880388267751
2023-01-04 07:00:00,10.573268032659511
2023-01-04 08:00:00,20.911259504045862
2023-01-04 09:00:00,26.178961139760517
2023-01-04 10:00:00,34.88947022370758
2023-01-04 11:00:00,28.52636323209395
2023-01-04 12:00:00,30.95753198553406
2023-01-04 13:00:00,36.373500458615126
2023-01-04 14:00:00,47.07701058851037
2023-01-04 15:00:00,47.250357266096636
2023-01-04 16:00:00,45.34158003793139
2023-01-04 17:00:00,52.055224559902804
2023-01-04 18:00:00,50.4853877467402
2023-01-04 19:00:00,54.332112347000475
2023-01-04 20:00:00,44.48011558737982
2023-01-04 21:00:00,43.96829098480937
2023-01-04 22:00:00,40.53945923433921
2023-01-04 23:00:00,31.564710935877226
2023-01-05 00:00:00,36.48060138532288
2023-01-05 01:00:00,32.422990684361636
2023-01-05 02:00:00,27.525567283212304
2023-01-05 03:00:00,23.220462615326053
2023-01-05 04:00:00,14.93276523298135
2023-01-05 05:00:00,18.40788599183718
2023-01-05 06:00:00,18.286427417366152
2023-01-05 07:00:00,16.499726259555878
2023-01-05 08:00:00,21.20319038490338
2023-01-05 09:00:00,26.41365256627448
2023-01-05 10:00:00,36.93092950605265
2023-01-05 11:00:00,31.990603387621384
2023-01-05 12:00:00,36.28775195361382
2023-01-05 13:00:00,38.51005609770698
2023-01-05 14:00:00,32.90614392350479
2023-01-05 15:00:00,45.47403234055213
2023-01-05 16:00:00,48.29153210647171
2023-01-05 17:00:00,61.80509795676245
2023-01-05 18:00:00,49.03819517609439
2023-01-05 19:00:00,50.996624106004084
2023-01-05 20:00:00,47.81682220824036
2023-01-05 21:00:00,39.763211529700556
2023-01-05 22:00:00,48.2141140725751
2023-01-05 23:00:00,42.64195083997169
2023-01-06 00:00:00,38.95515973521523
2023-01-06 01:00:00,26.57077704948849
2023-01-06 02:00:00,34.513971554680495
2023-01-06 03:00:00,17.384142968240383
2023-01-06 04:00:00,24.943904412234772
2023-01-06 05:00:00,31.46339073471387
2023-01-06 06:00:00,15.047318374346558
2023-01-06 07:00:00,17.679623957650115
2023-01-06 08:00:00,22.507875768671628
2023-01-06 09:00:00,21.876020011620792
2023-01-06 10:00:00,19.746682844669337
2023-01-06 11:00:00,31.460529197492324
2023-01-06 12:00:00,29.688481431369475
2023-01-06 13:00:00,41.25024782971372
2023-01-06 14:00:00,37.902878828830985
2023-01-06 15:00:00,53.35627374288591
2023-01-06 16:00:00,44.0741145950854
2023-01-06 17:00:00,47.878579813307645
2023-01-06 18:00:00,54.06758608684835
2023-01-06 19:00:00,43.33456581216625
2023-01-06 20:00:00,49.12768072978723
2023-01-06 21:00:00,52.142315489210354
2023-01-06 22:00:00,34.46258382719386
2023-01-06 23:00:00,39.80545496919934
2023-01-07 00:00:00,36.29941397124212
2023-01-07 01:00:00,35.02682868234874
2023-01-07 02:00:00,21.31524644560959
2023-01-07 03:00:00,17.791115216780405
2023-01-07 04:00:00,24.61932677131791
2023-01-07 05:00:00,21.996035971829905
2023-01-07 06:00:00,63.75739275518815
2023-01-07 07:00:00,22.24335365314885
2023-01-07 08:00:00,18.60949533534097
2023-01-07 09:00:00,25.554666768006804
2023-01-07 10:00:00,28.965362366493405
2023-01-07 11:00:00,27.54595723333035
2023-01-07 12:00:00,44.328872555723784
2023-01-07 13:00:00,41.25145028109675
2023-01-07 14:00:00,36.54348251398676
2023-01-07 15:00:00,48.88936976096736
2023-01-07 16:00:00,43.116972705629976
